Report Number,Date Reported,City,crime_type,Victim Age,Victim Gender,Weapon Used,latitude,longitude,zone_type,crowd_density,severity_score,source,hour,is_night,day_of_week,safety_score,is_safe_route
RPT000184,2024-05-21 23:00:00,Mumbai,Theft,72,Male,Poison,19.118171,72.902461,Park,28,4,news_report,23,1,5,1.22,0
RPT000185,2024-03-02 22:00:00,Bengaluru,Harassment,77,Female,Blunt Object,12.998015,77.627381,Commercial,95,1,official_fir,22,1,4,7.38,1
RPT000186,2024-03-05 02:00:00,Delhi,Harassment,73,Female,None,28.585995,77.124394,Commercial,30,5,crowdsourced,2,1,3,2.97,0
RPT000187,2024-02-20 21:00:00,Chennai,Burglary,55,Other,Poison,13.114797,80.244804,Slum,28,2,crowdsourced,21,1,4,4.56,0
RPT000188,2024-03-31 02:00:00,Hyderabad,Molestation,64,Other,Sharp Object,17.466998,78.523806,Park,13,4,crowdsourced,2,1,5,2.17,0
RPT000189,2024-05-03 07:00:00,Delhi,Burglary,34,Female,Blunt Object,28.567356,77.323544,Commercial,21,2,official_fir,7,0,2,6.5,1
RPT000190,2024-02-08 16:00:00,Mumbai,Harassment,57,Male,Sharp Object,19.005684,72.873545,Slum,22,5,news_report,16,0,5,1.3,0
RPT000191,2024-03-28 08:00:00,Chennai,Assault,63,Female,Blunt Object,13.121472,80.198164,Slum,97,5,crowdsourced,8,0,0,0.71,0
RPT000192,2024-03-16 13:00:00,Chennai,Snatching,48,Male,Sharp Object,13.087877,80.162589,Residential,28,3,crowdsourced,13,0,4,3.74,0
RPT000193,2024-06-06 13:00:00,Chennai,Snatching,54,Female,Poison,12.9898,80.309301,Park,78,1,official_fir,13,0,6,8.55,1
RPT000194,2024-06-15 00:00:00,Chennai,Molestation,42,Other,Sharp Object,13.06385,80.299489,Industrial,28,4,crowdsourced,0,1,3,2.7,0
RPT000195,2024-04-30 21:00:00,Mumbai,Assault,60,Other,Blunt Object,19.0435,72.93902,Industrial,23,2,official_fir,21,1,0,6.53,1
RPT000196,2024-02-24 08:00:00,Kolkata,Theft,11,Male,None,22.595182,88.310155,Residential,25,2,crowdsourced,8,0,5,4.9,0
RPT000197,2024-04-16 20:00:00,Chennai,Burglary,58,Other,Poison,13.160598,80.310613,Slum,32,1,news_report,20,1,5,5.28,0
RPT000198,2024-02-17 02:00:00,Mumbai,Snatching,62,Female,None,19.039068,72.869297,Market,69,4,news_report,2,1,2,1.69,0
RPT000199,2024-02-16 23:00:00,Mumbai,Molestation,42,Other,None,19.041341,72.864079,Park,46,4,crowdsourced,23,1,0,3.67,0
RPT000200,2024-03-05 05:00:00,Kolkata,Assault,44,Other,Poison,22.583983,88.258104,Residential,20,1,crowdsourced,5,1,4,7.82,1
RPT000201,2024-01-06 18:00:00,Kolkata,Assault,36,Female,None,22.578159,88.308163,Residential,73,3,news_report,18,0,1,5.77,0
RPT000202,2024-05-05 08:00:00,Bengaluru,Assault,46,Female,Sharp Object,12.969571,77.535667,Commercial,44,4,news_report,8,0,0,3.96,0
RPT000203,2024-03-25 12:00:00,Kolkata,Theft,62,Other,Poison,22.533704,88.495546,Residential,12,2,news_report,12,0,2,4.67,0
RPT000204,2024-01-17 12:00:00,Hyderabad,Harassment,77,Other,Blunt Object,17.329266,78.524013,Park,72,5,official_fir,12,0,6,1.76,0
RPT000205,2024-06-12 16:00:00,Bengaluru,Snatching,33,Female,Poison,12.999841,77.609193,Commercial,94,4,crowdsourced,16,0,4,4.16,0
RPT000206,2024-03-10 16:00:00,Hyderabad,Theft,56,Female,Blunt Object,17.397687,78.510085,Market,20,4,crowdsourced,16,0,3,3.48,0
RPT000207,2024-05-22 23:00:00,Delhi,Molestation,61,Female,Poison,28.612032,77.209939,Industrial,84,1,news_report,23,1,6,6.61,1
RPT000208,2024-06-11 14:00:00,Bengaluru,Assault,60,Male,None,12.864816,77.751487,Residential,91,4,official_fir,14,0,6,5.57,0
RPT000209,2024-01-31 13:00:00,Delhi,Harassment,72,Female,Poison,28.632992,77.139768,Residential,78,5,official_fir,13,0,4,3.18,0
RPT000210,2024-03-11 08:00:00,Mumbai,Harassment,76,Female,None,19.173853,72.865629,Industrial,73,5,news_report,8,0,2,4.22,0
RPT000211,2024-04-13 01:00:00,Hyderabad,Theft,22,Male,Sharp Object,17.410654,78.512452,Slum,10,4,official_fir,1,1,6,2.82,0
RPT000212,2024-06-10 12:00:00,Delhi,Molestation,39,Other,None,28.565909,77.257753,Residential,81,3,news_report,12,0,4,4.87,0
RPT000213,2024-02-24 13:00:00,Mumbai,Assault,75,Female,Blunt Object,19.092808,72.870878,Park,43,3,official_fir,13,0,5,3.35,0
RPT000214,2024-03-21 20:00:00,Bengaluru,Snatching,26,Male,None,12.974578,77.577506,Commercial,22,5,official_fir,20,1,2,1.93,0
RPT000215,2024-01-22 23:00:00,Hyderabad,Burglary,61,Female,None,17.401752,78.551737,Industrial,37,4,crowdsourced,23,1,6,3.64,0
RPT000216,2024-04-02 10:00:00,Hyderabad,Assault,21,Other,Poison,17.327219,78.489963,Market,43,2,news_report,10,0,0,5.35,0
RPT000217,2024-03-05 10:00:00,Mumbai,Snatching,59,Male,None,19.132052,72.912394,Commercial,53,1,crowdsourced,10,0,0,9.87,1
RPT000218,2024-06-05 05:00:00,Bengaluru,Molestation,77,Female,Poison,13.008034,77.57019,Residential,22,3,crowdsourced,5,1,3,3.43,0
RPT000219,2024-06-23 16:00:00,Delhi,Theft,30,Other,Blunt Object,28.630986,77.16688,Commercial,42,4,official_fir,16,0,3,4.19,0
RPT000220,2024-04-14 02:00:00,Delhi,Harassment,21,Male,None,28.583017,77.193196,Slum,57,4,crowdsourced,2,1,6,2.92,0
RPT000221,2024-04-09 23:00:00,Kolkata,Theft,22,Other,None,22.530908,88.34958,Slum,82,3,news_report,23,1,5,3.91,0
RPT000222,2024-01-13 21:00:00,Chennai,Molestation,27,Other,Sharp Object,13.116344,80.262479,Market,53,5,news_report,21,1,0,1.14,0
RPT000223,2024-03-21 05:00:00,Delhi,Theft,53,Other,Blunt Object,28.644059,77.23472,Industrial,55,5,crowdsourced,5,1,1,2.04,0
RPT000224,2024-04-13 00:00:00,Kolkata,Molestation,63,Male,Poison,22.529646,88.423667,Slum,69,2,news_report,0,1,3,2.21,0
RPT000225,2024-05-05 19:00:00,Kolkata,Burglary,16,Male,Blunt Object,22.556173,88.352015,Slum,64,2,official_fir,19,0,0,5.15,0
RPT000226,2024-06-05 21:00:00,Kolkata,Harassment,41,Other,Sharp Object,22.580838,88.366444,Slum,96,1,crowdsourced,21,1,2,4.44,0
RPT000227,2024-02-01 10:00:00,Mumbai,Molestation,53,Female,Sharp Object,19.067019,72.846703,Industrial,18,5,news_report,10,0,6,5.23,0
RPT000228,2024-04-04 12:00:00,Kolkata,Assault,66,Female,Blunt Object,22.539058,88.395385,Industrial,54,3,official_fir,12,0,4,5.76,0
RPT000229,2024-01-05 16:00:00,Kolkata,Molestation,63,Male,Poison,22.57563,88.420043,Slum,55,2,news_report,16,0,1,5.57,0
RPT000230,2024-03-26 20:00:00,Kolkata,Burglary,42,Female,None,22.530843,88.468377,Residential,24,5,news_report,20,1,5,2.57,0
RPT000231,2024-06-09 10:00:00,Hyderabad,Theft,12,Female,None,17.367128,78.596082,Commercial,17,4,crowdsourced,10,0,3,3.14,0
RPT000232,2024-01-17 04:00:00,Delhi,Burglary,50,Other,Sharp Object,28.592438,77.238428,Residential,99,1,official_fir,4,1,0,4.99,0
RPT000233,2024-03-24 16:00:00,Bengaluru,Assault,17,Male,None,13.037448,77.620899,Market,74,3,official_fir,16,0,2,5.54,0
RPT000234,2024-03-06 10:00:00,Mumbai,Snatching,46,Female,Sharp Object,19.075682,72.955813,Commercial,37,2,official_fir,10,0,4,5.53,0
RPT000235,2024-06-08 18:00:00,Bengaluru,Theft,76,Male,Blunt Object,12.91739,77.552364,Industrial,18,3,news_report,18,0,0,4.4,0
RPT000236,2024-03-22 12:00:00,Delhi,Molestation,29,Male,None,28.581431,77.275065,Residential,99,1,news_report,12,0,3,9.05,1
RPT000237,2024-05-28 10:00:00,Kolkata,Snatching,26,Female,None,22.476792,88.323701,Commercial,50,5,crowdsourced,10,0,2,4.25,0
RPT000238,2024-05-15 13:00:00,Bengaluru,Theft,69,Other,Poison,13.017912,77.570921,Industrial,49,5,crowdsourced,13,0,3,1.09,0
RPT000239,2024-05-08 02:00:00,Delhi,Burglary,37,Female,Blunt Object,28.624582,77.246305,Residential,77,2,official_fir,2,1,4,3.2,0
RPT000240,2024-06-17 12:00:00,Bengaluru,Molestation,76,Female,Blunt Object,12.938952,77.655269,Slum,96,5,official_fir,12,0,4,1.99,0
RPT000241,2024-02-16 18:00:00,Delhi,Burglary,66,Female,Sharp Object,28.503522,77.176509,Market,94,5,official_fir,18,0,5,2.19,0
RPT000242,2024-05-02 15:00:00,Kolkata,Theft,22,Other,None,22.633469,88.404928,Industrial,39,5,crowdsourced,15,0,2,2.99,0
RPT000243,2024-02-01 09:00:00,Hyderabad,Burglary,63,Male,Sharp Object,17.366191,78.417864,Slum,25,3,official_fir,9,0,1,3.69,0
RPT000244,2024-02-20 20:00:00,Bengaluru,Snatching,20,Female,None,12.978263,77.507139,Slum,26,4,official_fir,20,1,4,2.97,0
RPT000245,2024-06-17 16:00:00,Kolkata,Assault,24,Other,Poison,22.524791,88.36147,Market,10,2,official_fir,16,0,1,6.95,1
RPT000246,2024-01-15 12:00:00,Chennai,Molestation,61,Male,Poison,13.064289,80.247713,Slum,72,1,official_fir,12,0,6,4.2,0
RPT000247,2024-05-11 01:00:00,Kolkata,Assault,52,Other,Sharp Object,22.597259,88.398677,Market,67,1,news_report,1,1,4,6.98,1
RPT000248,2024-04-04 07:00:00,Bengaluru,Snatching,58,Other,Blunt Object,13.065715,77.595097,Slum,78,3,news_report,7,0,4,3.81,0
RPT000249,2024-03-23 15:00:00,Kolkata,Burglary,66,Male,Sharp Object,22.584096,88.289442,Market,65,3,news_report,15,0,6,5.76,0
RPT000250,2024-04-27 00:00:00,Bengaluru,Burglary,62,Other,Blunt Object,12.975087,77.562612,Residential,21,1,news_report,0,1,4,5.96,0
RPT000251,2024-05-14 12:00:00,Bengaluru,Snatching,28,Female,Blunt Object,13.048286,77.560919,Residential,75,4,crowdsourced,12,0,3,3.22,0
RPT000252,2024-03-06 07:00:00,Hyderabad,Theft,29,Male,Sharp Object,17.418574,78.519771,Industrial,72,2,crowdsourced,7,0,1,6.28,1
RPT000253,2024-03-11 16:00:00,Hyderabad,Snatching,78,Female,None,17.382883,78.506109,Park,50,1,official_fir,16,0,3,8.34,1
RPT000254,2024-04-17 06:00:00,Bengaluru,Harassment,11,Female,None,12.99113,77.717295,Market,35,3,official_fir,6,0,2,5.5,0
RPT000255,2024-04-05 08:00:00,Bengaluru,Burglary,62,Female,None,12.958017,77.669529,Residential,15,3,news_report,8,0,0,7.5,1
RPT000256,2024-01-22 09:00:00,Hyderabad,Molestation,11,Male,Sharp Object,17.328873,78.440825,Slum,92,2,crowdsourced,9,0,4,4.47,0
RPT000257,2024-05-08 03:00:00,Kolkata,Molestation,74,Male,Blunt Object,22.58644,88.416266,Park,16,1,crowdsourced,3,1,2,7.81,1
RPT000258,2024-05-06 21:00:00,Mumbai,Assault,41,Female,Sharp Object,19.132218,72.860996,Market,26,2,news_report,21,1,1,5.57,0
RPT000259,2024-06-26 08:00:00,Delhi,Theft,36,Female,Poison,28.595424,77.128727,Park,26,3,crowdsourced,8,0,1,4.7,0
RPT000260,2024-03-02 13:00:00,Kolkata,Theft,32,Other,Sharp Object,22.601957,88.307476,Park,56,1,crowdsourced,13,0,4,6.27,1
RPT000261,2024-05-10 12:00:00,Mumbai,Burglary,57,Other,None,18.982128,72.95748,Industrial,47,3,official_fir,12,0,5,7.56,1
RPT000262,2024-01-28 05:00:00,Mumbai,Harassment,17,Other,None,18.992155,72.882327,Industrial,90,1,crowdsourced,5,1,2,5.18,0
RPT000263,2024-03-19 10:00:00,Delhi,Harassment,11,Male,None,28.628143,77.224191,Residential,69,2,news_report,10,0,4,7.63,1
RPT000264,2024-01-03 21:00:00,Kolkata,Harassment,67,Male,Blunt Object,22.572734,88.228808,Park,95,5,official_fir,21,1,3,0.37,0
RPT000265,2024-04-18 20:00:00,Hyderabad,Burglary,47,Male,Sharp Object,17.339911,78.485265,Commercial,14,1,news_report,20,1,1,6.51,1
RPT000266,2024-02-24 19:00:00,Kolkata,Snatching,77,Other,Sharp Object,22.640571,88.351944,Industrial,32,1,crowdsourced,19,0,0,6.99,1
RPT000267,2024-04-18 05:00:00,Chennai,Assault,67,Other,Sharp Object,13.111171,80.213423,Slum,94,5,crowdsourced,5,1,2,0.0,0
RPT000268,2024-05-20 21:00:00,Bengaluru,Theft,51,Other,Blunt Object,12.987013,77.48677,Park,96,3,news_report,21,1,0,3.91,0
RPT000269,2024-04-03 11:00:00,Hyderabad,Theft,26,Other,Sharp Object,17.338681,78.47559,Commercial,75,5,news_report,11,0,1,0.0,0
RPT000270,2024-06-15 03:00:00,Hyderabad,Burglary,41,Female,Poison,17.281934,78.514249,Market,19,4,official_fir,3,1,1,5.44,0
RPT000271,2024-03-14 00:00:00,Hyderabad,Burglary,37,Other,Blunt Object,17.406648,78.443364,Slum,56,1,news_report,0,1,2,4.01,0
RPT000272,2024-01-26 20:00:00,Mumbai,Harassment,22,Female,Blunt Object,19.076022,72.812842,Industrial,57,5,crowdsourced,20,1,4,0.53,0
RPT000273,2024-01-25 16:00:00,Delhi,Snatching,76,Other,None,28.593495,77.185357,Slum,62,1,crowdsourced,16,0,2,5.9,0
RPT000274,2024-06-17 23:00:00,Bengaluru,Theft,41,Female,Sharp Object,13.10264,77.539002,Slum,63,4,crowdsourced,23,1,0,2.63,0
RPT000275,2024-06-22 02:00:00,Bengaluru,Burglary,38,Other,Poison,12.966631,77.575216,Industrial,50,5,official_fir,2,1,2,0.83,0
RPT000276,2024-03-19 16:00:00,Hyderabad,Burglary,15,Other,Blunt Object,17.340148,78.453048,Park,88,4,crowdsourced,16,0,4,4.11,0
RPT000277,2024-06-06 10:00:00,Kolkata,Burglary,73,Other,Poison,22.426916,88.310006,Market,13,3,official_fir,10,0,2,4.58,0
RPT000278,2024-04-08 04:00:00,Bengaluru,Snatching,40,Female,Blunt Object,12.987387,77.609881,Slum,45,1,news_report,4,1,4,6.69,1
RPT000279,2024-05-10 15:00:00,Chennai,Harassment,18,Other,Sharp Object,13.026217,80.304132,Market,38,2,crowdsourced,15,0,6,5.3,0
RPT000280,2024-05-09 21:00:00,Chennai,Theft,71,Female,Sharp Object,13.121906,80.28623,Industrial,70,5,official_fir,21,1,2,1.69,0
RPT000281,2024-02-07 16:00:00,Hyderabad,Harassment,11,Female,Sharp Object,17.32357,78.506649,Residential,99,2,news_report,16,0,5,6.27,1
RPT000282,2024-03-14 13:00:00,Delhi,Burglary,70,Male,None,28.618816,77.206359,Commercial,37,5,news_report,13,0,4,4.67,0
RPT000283,2024-01-05 02:00:00,Chennai,Burglary,42,Male,Blunt Object,13.107533,80.298315,Market,79,5,crowdsourced,2,1,6,1.84,0
RPT000284,2024-05-04 17:00:00,Kolkata,Burglary,65,Female,Poison,22.577367,88.350728,Commercial,80,5,news_report,17,0,1,2.94,0
RPT000285,2024-05-28 16:00:00,Hyderabad,Theft,76,Male,Poison,17.414497,78.54477,Residential,24,5,crowdsourced,16,0,2,1.95,0
RPT000286,2024-04-08 03:00:00,Bengaluru,Molestation,57,Male,Poison,12.962059,77.592756,Market,47,2,crowdsourced,3,1,6,5.52,0
RPT000287,2024-01-20 10:00:00,Bengaluru,Assault,34,Male,Blunt Object,13.026149,77.642938,Residential,52,2,news_report,10,0,0,6.41,1
RPT000288,2024-06-14 11:00:00,Bengaluru,Assault,64,Male,Poison,12.95588,77.642514,Residential,14,3,crowdsourced,11,0,1,6.38,1
RPT000289,2024-03-27 11:00:00,Delhi,Theft,27,Other,Poison,28.641366,77.241725,Market,91,3,crowdsourced,11,0,4,4.5,0
RPT000290,2024-05-21 21:00:00,Delhi,Burglary,31,Other,Blunt Object,28.622789,77.211704,Park,74,4,news_report,21,1,1,3.41,0
RPT000291,2024-03-06 12:00:00,Mumbai,Molestation,49,Female,Sharp Object,19.099685,72.955408,Market,47,3,news_report,12,0,4,5.78,0
RPT000292,2024-05-07 19:00:00,Chennai,Burglary,35,Other,Sharp Object,13.104931,80.322745,Park,49,3,news_report,19,0,4,4.1,0
RPT000293,2024-02-06 18:00:00,Kolkata,Theft,68,Other,Sharp Object,22.56515,88.307369,Residential,62,1,official_fir,18,0,3,7.8,1
RPT000294,2024-02-11 20:00:00,Mumbai,Snatching,17,Other,Poison,19.119316,72.958082,Commercial,29,4,official_fir,20,1,6,4.55,0
RPT000295,2024-06-08 05:00:00,Hyderabad,Assault,59,Other,Sharp Object,17.334709,78.511383,Industrial,43,3,news_report,5,1,1,2.12,0
RPT000296,2024-06-12 23:00:00,Kolkata,Theft,49,Other,Sharp Object,22.634199,88.237031,Residential,73,5,news_report,23,1,3,0.82,0
RPT000297,2024-03-05 22:00:00,Chennai,Burglary,78,Female,None,13.137222,80.313253,Market,33,3,news_report,22,1,0,6.57,1
RPT000298,2024-02-09 09:00:00,Mumbai,Theft,57,Female,Poison,19.016707,72.761602,Park,49,1,official_fir,9,0,6,8.83,1
RPT000299,2024-05-23 15:00:00,Kolkata,Theft,72,Female,Poison,22.590492,88.364727,Park,80,1,official_fir,15,0,1,6.65,1
RPT000300,2024-06-14 21:00:00,Kolkata,Theft,15,Other,Blunt Object,22.594294,88.232561,Slum,69,2,news_report,21,1,3,3.03,0
RPT000301,2024-03-16 02:00:00,Kolkata,Harassment,31,Male,None,22.620698,88.37553,Market,66,3,news_report,2,1,2,4.52,0
RPT000302,2024-02-14 19:00:00,Delhi,Theft,71,Male,Poison,28.639881,77.290417,Slum,40,5,news_report,19,0,6,3.09,0
RPT000303,2024-06-22 12:00:00,Mumbai,Theft,63,Male,Blunt Object,19.102395,72.904441,Commercial,26,2,news_report,12,0,6,7.57,1
RPT000304,2024-04-03 06:00:00,Bengaluru,Theft,37,Male,Blunt Object,12.98621,77.585234,Industrial,91,1,news_report,6,0,4,6.36,1
RPT000305,2024-02-21 00:00:00,Mumbai,Harassment,24,Male,Sharp Object,19.145417,72.847732,Industrial,62,4,news_report,0,1,0,1.47,0
RPT000306,2024-02-11 07:00:00,Delhi,Harassment,18,Other,Sharp Object,28.599528,77.223366,Slum,87,1,crowdsourced,7,0,2,5.51,0
RPT000307,2024-02-23 04:00:00,Hyderabad,Snatching,41,Female,Blunt Object,17.328497,78.491656,Commercial,94,2,news_report,4,1,4,4.02,0
RPT000308,2024-02-07 05:00:00,Delhi,Snatching,30,Other,None,28.583139,77.126937,Residential,37,3,crowdsourced,5,1,2,4.42,0
RPT000309,2024-03-23 16:00:00,Chennai,Assault,58,Other,Sharp Object,13.036859,80.287267,Industrial,22,4,news_report,16,0,0,4.51,0
RPT000310,2024-05-21 11:00:00,Mumbai,Harassment,37,Male,None,19.040748,72.855837,Industrial,57,1,official_fir,11,0,1,7.13,1
RPT000311,2024-05-31 18:00:00,Chennai,Assault,33,Female,None,13.09762,80.27496,Industrial,82,2,news_report,18,0,2,3.79,0
RPT000312,2024-03-29 03:00:00,Chennai,Snatching,62,Female,Poison,13.072916,80.344636,Industrial,96,2,official_fir,3,1,6,4.01,0
RPT000313,2024-02-15 13:00:00,Mumbai,Snatching,58,Female,Blunt Object,19.059917,72.851251,Market,47,5,official_fir,13,0,3,1.47,0
RPT000314,2024-05-17 21:00:00,Delhi,Molestation,56,Other,Sharp Object,28.659468,77.214288,Residential,27,5,official_fir,21,1,6,0.99,0
RPT000315,2024-04-13 15:00:00,Delhi,Assault,62,Other,Blunt Object,28.69694,77.249708,Residential,78,1,official_fir,15,0,1,6.3,1
RPT000316,2024-06-10 21:00:00,Kolkata,Molestation,48,Female,Blunt Object,22.622034,88.379805,Residential,81,5,crowdsourced,21,1,3,1.12,0
RPT000317,2024-06-18 09:00:00,Kolkata,Burglary,49,Male,Poison,22.595133,88.365066,Slum,74,1,official_fir,9,0,5,5.59,0
RPT000318,2024-01-06 16:00:00,Chennai,Harassment,17,Female,Poison,13.070033,80.278032,Slum,26,2,crowdsourced,16,0,5,3.82,0
RPT000319,2024-02-29 20:00:00,Bengaluru,Theft,24,Female,Blunt Object,12.829992,77.566822,Residential,22,1,official_fir,20,1,2,5.28,0
RPT000320,2024-01-17 05:00:00,Hyderabad,Snatching,43,Female,Poison,17.358335,78.497985,Commercial,99,4,news_report,5,1,2,2.37,0
RPT000321,2024-04-09 18:00:00,Delhi,Molestation,24,Other,Poison,28.616565,77.191873,Residential,44,1,official_fir,18,0,3,7.53,1
RPT000322,2024-03-08 05:00:00,Bengaluru,Theft,26,Other,Poison,13.029554,77.577787,Industrial,74,3,crowdsourced,5,1,1,1.9,0
RPT000323,2024-02-14 08:00:00,Bengaluru,Theft,75,Other,Poison,12.986595,77.572687,Market,17,3,official_fir,8,0,6,4.69,0
RPT000324,2024-05-30 06:00:00,Mumbai,Snatching,39,Female,None,19.087263,72.912336,Industrial,78,5,crowdsourced,6,0,3,4.17,0
RPT000325,2024-01-06 04:00:00,Chennai,Theft,32,Female,Sharp Object,13.075945,80.250863,Industrial,27,2,crowdsourced,4,1,1,5.06,0
RPT000326,2024-05-29 21:00:00,Bengaluru,Harassment,26,Other,Sharp Object,13.034148,77.605911,Slum,50,3,crowdsourced,21,1,5,1.83,0
RPT000327,2024-01-23 08:00:00,Bengaluru,Snatching,69,Other,None,12.962936,77.668861,Slum,27,1,official_fir,8,0,0,7.29,1
RPT000328,2024-05-06 09:00:00,Mumbai,Molestation,39,Male,Sharp Object,19.011343,72.90632,Industrial,34,2,news_report,9,0,0,5.19,0
RPT000329,2024-04-30 01:00:00,Delhi,Harassment,20,Male,Blunt Object,28.678032,77.18004,Market,54,1,news_report,1,1,3,6.04,1
RPT000330,2024-03-17 14:00:00,Mumbai,Harassment,68,Female,Sharp Object,19.068087,72.876409,Market,66,4,official_fir,14,0,6,3.64,0
RPT000331,2024-03-03 10:00:00,Kolkata,Harassment,36,Other,Poison,22.547408,88.365966,Market,72,4,crowdsourced,10,0,0,3.92,0
RPT000332,2024-05-22 12:00:00,Chennai,Theft,45,Female,Blunt Object,13.026113,80.227793,Park,39,2,official_fir,12,0,3,3.3,0
RPT000333,2024-06-12 05:00:00,Kolkata,Theft,30,Male,Poison,22.553859,88.388986,Park,38,4,crowdsourced,5,1,6,4.66,0
RPT000334,2024-03-13 10:00:00,Mumbai,Theft,63,Female,Blunt Object,19.160905,72.834446,Residential,96,2,crowdsourced,10,0,5,4.38,0
RPT000335,2024-05-05 19:00:00,Bengaluru,Snatching,29,Male,Sharp Object,12.916928,77.521261,Park,59,2,crowdsourced,19,0,6,5.51,0
RPT000336,2024-06-07 06:00:00,Bengaluru,Theft,53,Female,Blunt Object,13.041671,77.537516,Industrial,18,2,official_fir,6,0,3,7.31,1
RPT000337,2024-05-18 10:00:00,Bengaluru,Assault,69,Male,Sharp Object,13.063081,77.510365,Market,48,5,official_fir,10,0,0,0.46,0
RPT000338,2024-01-12 07:00:00,Chennai,Assault,11,Female,Sharp Object,13.035084,80.23685,Park,28,2,official_fir,7,0,1,7.22,1
RPT000339,2024-02-11 09:00:00,Bengaluru,Assault,58,Female,Sharp Object,12.994161,77.639681,Market,39,4,news_report,9,0,3,5.5,0
RPT000340,2024-03-29 10:00:00,Delhi,Assault,56,Male,None,28.682427,77.24376,Commercial,31,1,news_report,10,0,2,7.64,1
RPT000341,2024-05-03 00:00:00,Mumbai,Assault,19,Male,None,19.138481,72.827705,Park,48,4,news_report,0,1,2,3.48,0
RPT000342,2024-05-07 06:00:00,Kolkata,Snatching,75,Male,Poison,22.545308,88.320387,Park,37,4,crowdsourced,6,0,4,2.16,0
RPT000343,2024-05-27 12:00:00,Mumbai,Molestation,54,Female,None,19.128936,72.824318,Commercial,65,1,crowdsourced,12,0,3,7.87,1
RPT000344,2024-03-21 06:00:00,Mumbai,Theft,25,Other,Blunt Object,18.999062,72.903057,Park,30,3,news_report,6,0,6,5.19,0
RPT000345,2024-04-13 19:00:00,Chennai,Snatching,50,Female,Poison,13.071991,80.280814,Park,14,5,official_fir,19,0,6,2.62,0
RPT000346,2024-06-01 19:00:00,Bengaluru,Theft,40,Other,Blunt Object,13.003418,77.578234,Park,92,5,official_fir,19,0,2,2.2,0
RPT000347,2024-01-16 21:00:00,Hyderabad,Snatching,53,Other,Sharp Object,17.431217,78.459687,Residential,48,3,crowdsourced,21,1,1,2.57,0
RPT000348,2024-06-11 07:00:00,Bengaluru,Assault,62,Other,Blunt Object,12.967081,77.643466,Slum,75,5,news_report,7,0,4,0.26,0
RPT000349,2024-05-20 10:00:00,Chennai,Theft,29,Male,Poison,13.153628,80.357302,Park,28,3,crowdsourced,10,0,4,5.82,0
RPT000350,2024-06-04 15:00:00,Kolkata,Theft,52,Other,Sharp Object,22.53489,88.416311,Park,81,2,news_report,15,0,2,8.34,1
RPT000351,2024-06-22 18:00:00,Delhi,Burglary,20,Female,None,28.58179,77.218807,Residential,20,2,official_fir,18,0,5,6.5,1
RPT000352,2024-02-20 11:00:00,Kolkata,Snatching,68,Female,Poison,22.618289,88.286614,Residential,70,4,crowdsourced,11,0,1,2.8,0
RPT000353,2024-02-18 03:00:00,Chennai,Snatching,22,Male,Blunt Object,13.140823,80.357065,Market,63,1,news_report,3,1,2,6.39,1
RPT000354,2024-03-18 21:00:00,Hyderabad,Snatching,54,Other,None,17.336077,78.414145,Park,66,2,crowdsourced,21,1,4,6.02,1
RPT000355,2024-03-04 14:00:00,Bengaluru,Theft,54,Other,None,12.865163,77.491352,Slum,60,2,official_fir,14,0,4,5.31,0
RPT000356,2024-06-10 06:00:00,Hyderabad,Snatching,16,Female,Blunt Object,17.358706,78.495588,Industrial,50,2,news_report,6,0,4,5.26,0
RPT000357,2024-05-31 02:00:00,Kolkata,Assault,13,Male,Poison,22.547422,88.32188,Market,59,1,crowdsourced,2,1,4,6.89,1
